"Gene.symbol"	"logFC"	"P.Value"
"NBL1"	-0.020499762895396	0.479335172885986
"HTR6"	-0.123595765754985	0.0200430827080054
"TMCO4"	0.0335490403528334	0.557877985249672
"OTUD3"	-0.0165282891393121	0.577291664398857
"PLA2G5"	-0.0499680423205235	0.548257142128541
"UBXN10-AS1"	0.00414995452928716	0.959560441256795
"UBXN10"	0.0163215493235903	0.688413951570657
"VWA5B1"	0.207912919114751	0.0549858423301613
"LINC01141"	-0.124852313861624	0.0873429755331863
"RP4-749H3.2"	-0.051371106134978	0.759513884874298
"CAMK2N1"	-0.0515869726479344	0.079496881521246
"MUL1"	0.0153039008112858	0.47579443877745
"FAM43B"	-0.0792746359233533	0.0466548665025112
"CDA"	0.269737189170459	0.060792950417955
"PINK1"	0.0177309618011081	0.219743106698225
"PINK1-AS"	0.0460720440800275	0.414853521548243
"DDOST"	0.00365577186410877	0.802373887202698
"KIF17"	-0.035184407018875	0.34343234403352
"RP5-930J4.5"	-0.175754975389309	0.206659304894787
"SH2D5"	-0.0218950508015104	0.445152266591928
"HP1BP3"	-0.00693355355015649	0.548892791086821
"EIF4G3"	-0.00288184097960118	0.829022578480937
"MIR1256"	-0.0496155257442116	0.631355289011472
"RPS15AP6"	0.00358469967814205	0.965235521220997
"RP11-487E1.2"	0.192318964840324	0.0850352819606375
"ECE1"	0.0122107544979026	0.624492184238066
"NBPF2P"	0.160797120805694	0.384650118288746
"HS6ST1P1"	-0.0102953951639123	0.965077906009874
"NBPF3"	-0.0482377907664694	0.344719382439031
"ALPL"	-0.0984281885371534	0.0668582569683341
"RAP1GAP"	0.0034119096538658	0.894100697549192
"USP48"	0.0125986886913622	0.27695235868977
"HSPG2"	0.0317567640174173	0.668865822666367
"LINC00339"	-0.0222005992392113	0.679868853638741
"CDC42"	-0.0183545267739376	0.172221558027776
"CDC42-IT1"	-0.014741754791622	0.839163993256405
"RP1-224A6.9"	-0.0285968160670289	0.682668055481986
"WNT4"	-0.014105693210558	0.821605060903699
"ZBTB40"	0.0230280291368976	0.305887875624327
"ZBTB40-IT1"	-0.117878466016836	0.287826471671162
"EPHA8"	-0.0456971064787649	0.438502513262835
"C1QA"	-0.482097798385602	8.92880287741657e-05
"C1QC"	-0.386756344892084	0.000505451986796866
"C1QB"	-0.407748017797279	0.000488793719346089
"EPHB2"	-0.00737203147878332	0.788452684421498
"MIR4684"	-0.153431268009498	0.390773867110575
"C1orf234"	0.0131421919704717	0.932968706605716
"KDM1A"	-0.00458411683716592	0.673412719288562
"MIR3115"	-0.079287366305542	0.643431595622789
"LUZP1"	0.0243474178251719	0.309373161912445
"HTR1D"	-0.134994986014542	0.169852291028153
"LINC01355"	0.00497722305142533	0.893309550915179
"HNRNPR"	0.0132093386510397	0.286121783713361
"ZNF436"	-0.0334513696404351	0.303601014652162
"ZNF436-AS1"	0.114435866967313	0.0067494196863916
"TCEA3"	0.0638972714367062	0.229822058948936
"ASAP3"	0.035619001446484	0.287016772628696
"ID3"	-0.197274974638812	0.00203692583375125
"RPL11"	0.00380104390284902	0.80327298533147
"TCEB3"	-0.0253110014106734	0.0924510623119568
"TCEB3-AS1"	0.0676085565561082	0.127689485362722
"PITHD1"	0.0107896355606256	0.460880253497404
"LYPLA2"	0.00131238463686455	0.950173069980691
"GALE"	-0.000803906138282022	0.973126870368872
"HMGCL"	0.0442897820711695	0.0573182409092332
"FUCA1"	-0.0532407537320224	0.0346361864635292
"PNRC2"	0.0239783922096998	0.229804266496968
"SRSF10"	0.00129563063473128	0.92863898665512
"IFNLR1"	0.0160716102556662	0.824270271756089
"STPG1"	-0.0314299685513077	0.255193521790226
"NIPAL3"	0.0140981205089024	0.555998632701324
"RCAN3"	-0.0352285273171143	0.334379375565958
"SRRM1"	0.0328793834827267	0.139355472508931
"CLIC4"	-0.0786984826871063	0.150747995941727
"SYF2"	0.0158372606929114	0.346914579804464
"RSRP1"	0.0351008383861958	0.286241697362785
"RP3-465N24.6"	-0.100823539519364	0.51321882084841
"RP3-465N24.5"	0.156093651204345	0.517590152723367
"SDHDP6"	0.124237402735725	0.31324513338784
"RP11-335G20.7"	-0.124762128532037	0.443456016337683
"TMEM50A"	-0.00746855588997015	0.705086340152795
"RHCE"	0.0919037999401759	0.23685369459105
"RP3-469D22.1"	0.00406852177513833	0.98428679823389
"TMEM57"	-0.00737302008942327	0.625791110246951
"LDLRAP1"	-0.0593756429318465	0.46715860581549
"RP11-70P17.1"	0.121748989540739	0.41188514706965
"MAN1C1"	0.0164773081258674	0.531323684113768
"SEPN1"	0.0360586903801171	0.0691886299730224
"RP1-317E23.3"	0.0618265727451961	0.443446811480074
"MTFR1L"	0.0192527195909081	0.149223754274604
"AUNIP"	-0.0261835231577944	0.642277787062571
"PAQR7"	0.00207108259773315	0.935575175220598
"STMN1"	-0.0287712658177958	0.141800225761197
"PAFAH2"	-0.0685560167812667	0.0237982082340631
"EXTL1"	-0.0243193246355446	0.345080855710848
"PDIK1L"	-0.015521242383632	0.445209513091239
"FAM110D"	-0.201043102916909	0.0184854436070747
"ZNF593"	-0.0305338195796034	0.41331211193063
"CNKSR1"	0.00606612193758816	0.923122547387153
"RP11-231P20.2"	0.0717002647099262	0.308570080921758
"CEP85"	-0.0141953301251744	0.637240802257986
"SH3BGRL3"	0.0859902343124837	0.00123633266475389
"UBXN11"	-0.00418520020472978	0.850668749314133
"CD52"	0.00824234359899242	0.932200853532603
"DHDDS"	-0.0318822629100518	0.0554304051260902
"RP3-476K8.3"	0.0405215392308205	0.64729194236119
"HMGN2"	0.0317894126099176	0.263822703532989
"RPS6KA1"	-0.0886744245058409	0.0498389653310612
"MIR1976"	0.0729201046041481	0.589160212711158
"ARID1A"	0.0375136557124973	0.0242406827573566
"PIGV"	0.0296652110772191	0.22061858228618
"ZDHHC18"	0.0296269658533062	0.209190282106063
"SFN"	0.732237174120732	0.00340705302746308
"GPN2"	-2.10731511690782e-05	0.99907068474186
"GPATCH3"	0.0178915213745941	0.456876462830048
"NUDC"	0.0275363020565895	0.119718196683988
"TRNP1"	-0.0344574263366615	0.127252091505943
"FAM46B"	-0.195247057594663	0.0882948119330961
"SLC9A1"	-0.0100103955310889	0.693467312915391
"CHCHD3P3"	0.0350236513147898	0.760194954976337
"WDTC1"	0.0432033272543731	0.00675379691410709
"RP11-4K3__A.3"	-0.0271573396312905	0.653507083816205
"TMEM222"	0.00012307177796739	0.994980553450192
"RNU6-48P"	-0.0959014902945537	0.542549900032019
"ACTG1P20"	0.0638248129050009	0.458978625184413
"SYTL1"	0.0727938703391593	0.372884518855874
"MAP3K6"	0.0339113871043322	0.45979505094502
"GPR3"	0.00773079696884156	0.931480322508536
"WASF2"	0.0412350189558223	0.150979164055886
"RP1-159A19.4"	0.0315857968998384	0.774952022646365
"AHDC1"	0.0424819981611752	0.0789206942907674
"FGR"	-0.0477580772533068	0.525932516115544
"RP1-159A19.3"	0.0143109134598981	0.841593794468794
"IFI6"	-0.0462176667791933	0.549761367120144
"FAM76A"	-0.0848422814827975	0.00167633025068862
"RP3-426I6.2"	0.0424102302897513	0.763217633310333
"RPEP3"	0.0626108294788183	0.637092997381556
"STX12"	-0.00169287307613094	0.897822593778061
"RP3-426I6.5"	-0.0900228332978351	0.4027257899041
"RP3-426I6.6"	-0.0364847149562084	0.744747574385227
"PPP1R8"	-0.00528232643745812	0.702563975044007
"SCARNA1"	0.00284810248294726	0.973586818588943
"THEMIS2"	0.0232283710636305	0.644489941982861
"RPA2"	-0.0282770765636532	0.348654150868749
"SMPDL3B"	0.0456897886651761	0.687099415077506
"XKR8"	-0.0329805741031762	0.387002760257052
"EYA3"	0.0142590468451269	0.408220151574764
"RP11-460I13.6"	0.212683083712614	0.0953821864737066
"RN7SL559P"	0.230441877616255	0.0693730918359087
"SPCS2P4"	0.133058806095288	0.136226762360656
"RP5-1053E7.3"	0.15100723052564	0.387793435911379
"PTAFR"	-0.326690746702217	0.00317170168565379
"DNAJC8"	-0.0125819845294259	0.354065808546356
"ATPIF1"	-0.0283997506812151	0.101607923588377
"RP5-1092A3.4"	-0.0021822401319027	0.990936031077779
"SESN2"	0.00819646811152872	0.830875894844413
"MED18"	-0.0225984341275443	0.518550583652527
"PHACTR4"	0.0108782818310453	0.727836257010284
"RP1-308E4.1"	0.0658256392813853	0.566913821393124
"RNU6ATAC27P"	0.00566747316374849	0.972301556300024
"RCC1"	0.0790844567423455	0.143804146743781
"SNHG3"	0.0463690167849048	0.208447190612381
"SNORA73B"	0.096140883915989	0.145153989003311
"TRNAU1AP"	-0.00466927975557013	0.839627968407721
"SNHG12"	-0.0263462177143151	0.508695300076933
"SNORD99"	-0.0116286155671725	0.934694491365548
"TAF12"	-0.058316898052673	0.0127755783579315
"RP11-442N24__B.1"	0.148847278419985	0.0489051618562604
"RNU11"	0.0102998867233052	0.953038113014885
"GMEB1"	-0.0016245154925567	0.941796756232249
"SCARNA24"	0.207987254762044	0.251258652161332
"YTHDF2"	-0.00826978110900961	0.604506447963569
"OPRD1"	-0.0285068003144782	0.441832041218691
"EPB41"	-0.0271076094113437	0.383025803390926
"TMEM200B"	0.0584105094957367	0.444516517556137
"RP11-242O24.3"	0.0301242343675031	0.830867276605415
"SRSF4"	0.00553561443670965	0.72307612537772
"MECR"	0.028653629778155	0.106725159071232
"PTPRU"	0.0369701026962097	0.321196175075627
"MATN1-AS1"	-0.0153424407645099	0.861449359496358
"LAPTM5"	-0.358035730190958	0.000162789377003106
"MIR4420"	-0.0802332214125801	0.638540541885862
"SDC3"	0.00571938084776881	0.766855890047949
"PUM1"	0.00798374081984117	0.458990779666817
"NKAIN1"	-0.0868851292785748	0.234017860949788
"SNRNP40"	-0.0201766269813567	0.272869108632412
"RP11-490K7.4"	0.158740915085125	0.0741844532219616
"ZCCHC17"	0.0108658007219814	0.466377415490092
"RP11-266K22.2"	0.121040358465931	0.279592597873553
"FABP3"	-0.0380258257086873	0.22896571844578
"TINAGL1"	-0.015635904562688	0.820995694435937
"HCRTR1"	-0.282772490248746	0.0136232956244235
"PEF1"	-0.0088044523013273	0.598000968003604
"COL16A1"	0.0330648506775201	0.479422141613138
"ADGRB2"	-0.00823103084475079	0.702083341331319
"MIR4254"	0.15301497285443	0.157663153658203
"RP11-84A19.4"	0.209457810716142	0.0127911019448466
"PTP4A2"	-0.000569588410569417	0.982279754456465
"KHDRBS1"	-0.0125544716857922	0.439880142092911
"TMEM39B"	-0.0152937896844796	0.527833712519524
"MIR5585"	0.169778226975072	0.262036255271393
"KPNA6"	-0.000965511787625169	0.943595701703849
"TXLNA"	-0.00136669348648398	0.930204586140766
"CCDC28B"	-0.0370866076394207	0.21630894263266
"RP4-622L5.7"	0.0353486164511044	0.476833337642548
"IQCC"	-0.0586196041784748	0.122744611139457
"TMEM234"	-0.0348562100493092	0.154442593876957
"EIF3I"	-0.0114409038790034	0.416599089149418
"MTMR9LP"	0.0367764600227857	0.4752972870316
"FAM167B"	0.127978174390868	0.287389743278051
"HDAC1"	-0.0464125055514409	0.0801691179320783
"MARCKSL1"	-0.0198017704970622	0.615733720718483
"TSSK3"	0.00819499408486105	0.903869943584704
"FAM229A"	0.0262614265179566	0.570077326848444
"BSDC1"	0.0323053143502811	0.0378937262502946
"ZBTB8B"	-0.0423596925965424	0.215950591998213
"ZBTB8A"	0.000119096445573181	0.997456634653753
"ZBTB8OS"	0.0134863137776465	0.484322740079372
"RBBP4"	-0.000832063448017629	0.944450872450714
"SYNC"	0.0403898844161081	0.256733814443031
"KIAA1522"	0.065985930303693	0.0283138478889718
"YARS"	-0.00923254508885928	0.64087103125958
"S100PBP"	0.00158925320661746	0.937290028162798
"FNDC5"	-0.016076674197787	0.595009685666859
"HPCA"	-0.0594105198463342	0.0948582446756121
"TMEM54"	0.0536808901025195	0.106737073624467
"RNF19B"	-0.0055339413465952	0.745693100805201
"AK2"	-0.0309212888376117	0.0934630069457205
"Metazoa_SRP"	0.25348027436152	0.0534870497681244
"AZIN2"	0.0134272929686859	0.546328790929696
"RP11-131M11.2"	0.0488120913203902	0.549893111626202
"TRIM62"	0.00778785924103245	0.8184140367186
"RP11-131M11.3"	0.168945053018036	0.00875834485064898
"ZNF362"	-0.00197470090750593	0.917861905483473
"RP11-415J8.7"	0.0182454350478161	0.806803134234713
