"Gene.symbol"	"logFC"	"P.Value"
"NECAP2"	-0.00549344491622209	0.830707126112392
"RP4-798A10.2"	-0.0804893779162768	0.362657248656343
"CROCCP3"	0.0255893032945523	0.376991203149641
"RNU1-1"	0.250179484003823	0.188531461740397
"RP4-798A10.7"	-0.0272078807829205	0.837986530057179
"RP5-875O13.1"	0.056872286240979	0.729674564836402
"NBPF1"	0.00881991406153312	0.867848085322053
"CROCCP2"	0.0769829920245165	0.174370199616441
"MST1P2"	0.0190269319132457	0.800063860428416
"RNU1-3"	0.0221543853491471	0.917963591772643
"EIF1AXP1"	0.01623367742091	0.61450686119034
"CROCC"	0.0176176204037083	0.711632693303756
"RNU1-4"	0.138983728875283	0.338337321240215
"RP11-108M9.4"	-0.0247243531085285	0.800400884422961
"RNU1-2"	0.214298429756881	0.309335784714326
"RP11-108M9.6"	-0.311276164664694	0.092400708865398
"ATP13A2"	0.0150307849583229	0.377753213770796
"SDHB"	0.00388986491084944	0.781089393416771
"PADI2"	-0.00933717616029254	0.829434499738511
"RCC2"	-0.00723220531675484	0.746024725504658
"ARHGEF10L"	-0.0156248547971097	0.474719879751814
"IGSF21"	0.0011541578025871	0.965188306346594
"RP11-174G17.3"	-0.0374174649085403	0.45754580403957
"PAX7"	0.0343372101844938	0.55088099177524
"ALDH4A1"	0.0559702242289327	0.144339347115787
"MIR1290"	0.117037394967166	0.477668730053391
"IFFO2"	0.0255928543227025	0.413543956703809
"RP5-1126H10.2"	0.0612052146301481	0.332116132196785
"UBR4"	0.012710692373291	0.365774520487651
"RP1-43E13.2"	0.0493285971943679	0.552806714988157
"EMC1"	0.0188436230093563	0.246421499469869
"MRTO4"	-0.0260857983690441	0.276829851055732
"AKR7L"	-0.0314202448257566	0.603450273078354
"AKR7A3"	-0.030253907248763	0.539628803066777
"AKR7A2"	0.00460279111290105	0.830039856655157
"RNU6-1099P"	0.124896998751494	0.442675055939744
"PQLC2"	-0.0116134586616798	0.654048552610018
"CAPZB"	-0.0016716002172009	0.935411246091728
"RNU4-28P"	0.105943731625763	0.520572239565788
"RP5-1056L3.1"	0.00790730702653027	0.967844223068564
"MINOS1"	0.00503276138301067	0.814996663388708
"RP5-1056L3.3"	-0.130069602302588	0.0900210368779067
"NBL1"	-0.0167009834519343	0.553412203531595
"HTR6"	-0.105805983462089	0.0602827536960117
"TMCO4"	-0.0297968080617878	0.60571154080215
"OTUD3"	-0.0370913273419929	0.19441420451992
"PLA2G5"	-0.154154173662027	0.0422623080180561
"UBXN10-AS1"	0.153119061927168	0.0784597737320657
"UBXN10"	0.0538402426680151	0.142987542466769
"VWA5B1"	0.145095236550519	0.253026118678036
"LINC01141"	0.0486570741161666	0.487250234533896
"RP4-749H3.2"	-0.321137678214743	0.0686199997371352
"CAMK2N1"	-0.0380780708728385	0.215575006697394
"MUL1"	-0.00496063755987405	0.827465410419567
"FAM43B"	-0.0293901161212004	0.543757391013939
"CDA"	0.0919703520053387	0.505369006546147
"PINK1"	0.0150393099841866	0.27081624531421
"PINK1-AS"	0.0658944533880903	0.263315431425322
"DDOST"	0.0139075489236716	0.406216202258094
"KIF17"	0.0385287007904008	0.286708716331252
"RP5-930J4.5"	0.274733491173034	0.0863970904502339
"SH2D5"	-0.00208357071672222	0.937769214352044
"HP1BP3"	0.00457363863472738	0.712061599121387
"EIF4G3"	0.00767228029083777	0.571636415791855
"MIR1256"	0.0625183620815924	0.55087490077893
"RPS15AP6"	0.00877728610432654	0.913644766466981
"RP11-487E1.2"	-0.0575676359721342	0.626044607256699
"ECE1"	-0.0276527481090735	0.230483057716469
"NBPF2P"	-0.109054707795477	0.595669406816492
"HS6ST1P1"	-0.112740450315312	0.6259914201933
"NBPF3"	-0.0568260492273741	0.325081369765191
"ALPL"	-0.115579001417538	0.0431908979295708
"RAP1GAP"	-0.0154254754481891	0.528630580420002
"USP48"	0.0151435707548138	0.241000059544776
"HSPG2"	-0.136197167495776	0.041523778941119
"LINC00339"	-0.0322768446261953	0.602924884669422
"CDC42"	0.0195347121274876	0.244555568614078
"CDC42-IT1"	0.039346359620234	0.612964238798287
"RP1-224A6.9"	-0.0366179858872263	0.643617676971615
"WNT4"	-0.0440641529218258	0.488934734240718
"ZBTB40"	0.00223185928920284	0.929555304597217
"ZBTB40-IT1"	-0.18156705025411	0.167210572392146
"EPHA8"	0.0175573272343398	0.755119178888868
"C1QA"	-0.202504167585054	0.0690948274955428
"C1QC"	-0.178647475278825	0.0896831512320397
"C1QB"	-0.204414309770487	0.0641550401372342
"EPHB2"	-0.0206608575041437	0.441567572368806
"MIR4684"	0.101376272371227	0.604809083018635
"C1orf234"	-0.0426320235911964	0.786457438849069
"KDM1A"	0.0215604767041329	0.0827899405454272
"MIR3115"	-0.0687945497621451	0.703818792273353
"LUZP1"	0.0283846616560365	0.18241758573953
"HTR1D"	-0.0545213780311464	0.569146866664078
"LINC01355"	-0.0296051462894275	0.483160064765949
"HNRNPR"	0.0205472191011096	0.22327980686761
"ZNF436"	-0.0199316236944909	0.511613967186955
"ZNF436-AS1"	0.0782433430590405	0.0660589250764675
"TCEA3"	0.0379359387906824	0.525867233355653
"ASAP3"	0.0276272558572518	0.46723628099761
"ID3"	-0.175133999615995	0.0112257056798398
"RPL11"	0.0370479920073765	0.012273805973148
"TCEB3"	-0.0105027334905791	0.493714854364315
"TCEB3-AS1"	0.0515988229233295	0.221928217176055
"PITHD1"	0.0231054180548631	0.178584800050219
"LYPLA2"	-0.018174829385059	0.374560994250319
"GALE"	-0.0212149653863198	0.382281625013194
"HMGCL"	0.0154918432790003	0.553383386098453
"FUCA1"	0.0100124312279287	0.724875076720943
"PNRC2"	0.0310767547681105	0.139575257212959
"SRSF10"	0.00521031042516354	0.727079062748967
"IFNLR1"	-0.0174089966795358	0.805244221642987
"STPG1"	-0.0385711568772541	0.122100821570015
"NIPAL3"	0.018520214906232	0.467491510132293
"RCAN3"	-0.0682837952192905	0.0783599222643478
"SRRM1"	0.0285042604231116	0.151741111457661
"CLIC4"	0.0315911149682597	0.51547377972219
"SYF2"	0.00920728863731531	0.626108996688365
"RSRP1"	0.0349551046142614	0.316616576804066
"RP3-465N24.6"	-0.13204349818265	0.373584473995698
"RP3-465N24.5"	-0.0812104215986876	0.758859520777805
"SDHDP6"	0.121768867592473	0.274788276778451
"RP11-335G20.7"	0.0883264351070409	0.630805024971751
"TMEM50A"	0.0124561593550575	0.543113421862104
"RHCE"	0.14259322312703	0.104331470928759
"RP3-469D22.1"	0.284176104185751	0.187401265955856
"TMEM57"	-0.0103329777526224	0.506127530377022
"LDLRAP1"	0.0110788981714332	0.849010636478206
"RP11-70P17.1"	0.0147298174119288	0.908658314016231
"MAN1C1"	0.0173436932855511	0.482550035329096
"SEPN1"	0.00356652341133751	0.884146713858832
"RP1-317E23.3"	-0.0607003489135729	0.464022407255081
"MTFR1L"	-0.00499635279200889	0.735288922843741
"AUNIP"	-0.00282573842000781	0.959456910320919
"PAQR7"	0.00324365386263067	0.903209143956027
"STMN1"	-0.0107239711190761	0.641422141839828
"PAFAH2"	-0.0375713300387652	0.185387894032316
"EXTL1"	-0.0393371514387317	0.186819841599386
"PDIK1L"	-0.0210226471682899	0.354103430675325
"FAM110D"	-0.166254842359053	0.0808716514882076
"ZNF593"	0.00662383543142545	0.866615285827947
"CNKSR1"	-0.0608071963903534	0.360369446603785
"RP11-231P20.2"	-0.0609808636499098	0.374070733718375
"CEP85"	-0.0560776676491822	0.0687664842104998
"SH3BGRL3"	0.06032300727967	0.0210041164323872
"UBXN11"	-0.0168960733005591	0.505477799451326
"CD52"	0.046021612874303	0.644983606870787
"DHDDS"	-0.0209034537219125	0.209091961883073
"RP3-476K8.3"	-0.00234299960763523	0.978529092219834
"HMGN2"	0.041235103341679	0.167546499407056
"RPS6KA1"	-0.0360569865729664	0.356282297582899
"MIR1976"	0.0118243897570421	0.922493242583433
"ARID1A"	-0.00818391466092655	0.66953047406012
"PIGV"	0.02502004804012	0.27777795479978
"ZDHHC18"	0.0339555936745913	0.151420452751125
"SFN"	0.545974139205712	0.0391194509800296
"GPN2"	0.00677818612824528	0.702921826425659
"GPATCH3"	0.0162227218463785	0.504570526634069
"NUDC"	0.0102354404932482	0.589377353650351
"TRNP1"	0.0262524716362494	0.243725997904381
"FAM46B"	-0.231197953953871	0.0242058640002466
"SLC9A1"	-0.0215727664718027	0.433406736971392
"CHCHD3P3"	0.128714096554148	0.254632321848024
"WDTC1"	0.00805442665036072	0.653508557221069
"RP11-4K3__A.3"	-0.00504102525978726	0.938020277332425
"TMEM222"	-0.00701331150014683	0.73257101247481
"RNU6-48P"	-0.0923304392414258	0.596854432860936
"ACTG1P20"	-0.140975125955224	0.0892181250821501
"SYTL1"	0.0585642052755853	0.562666317499226
"MAP3K6"	0.0598929244592915	0.200320725835927
"GPR3"	0.0315286260775923	0.752952326329598
"WASF2"	0.00952706085487507	0.74679074906533
"RP1-159A19.4"	0.0283670196835335	0.809349649349939
"AHDC1"	0.00944248723264563	0.732815826403759
"FGR"	-0.0915171398714298	0.253949847957459
"RP1-159A19.3"	0.0316331474327051	0.64859333896172
"IFI6"	-0.0258320029866534	0.71792008494903
"FAM76A"	-0.0325527384564667	0.219446806979594
"RP3-426I6.2"	0.165138723774998	0.322764481693956
"RPEP3"	0.021870894530777	0.87071782504762
"STX12"	0.0138698722916936	0.377692231512037
"RP3-426I6.5"	-0.0648962574799483	0.570981215202953
"RP3-426I6.6"	-0.0484741227902356	0.687926625181106
"PPP1R8"	0.00795440529987141	0.643056607923555
"SCARNA1"	0.0839577878883292	0.301976208693377
"THEMIS2"	0.0655282528924785	0.213158701700902
"RPA2"	-0.00603949660414677	0.850688420379428
"SMPDL3B"	0.138405044400041	0.259419249873623
"XKR8"	-0.0280708049070365	0.475819241018016
"EYA3"	0.0123631737204214	0.51175798434043
"RP11-460I13.6"	0.295092032415127	0.0803229609334175
"RN7SL559P"	0.0176142449381031	0.886460820371242
"SPCS2P4"	-0.0516589674057825	0.583501025624742
"RP5-1053E7.3"	0.276384631511746	0.138308535755748
"PTAFR"	-0.161473390807294	0.0967886391443992
"DNAJC8"	-0.00055396758527483	0.971204028487971
"ATPIF1"	-0.00339814760511491	0.839008650377651
"RP5-1092A3.4"	0.0433757134214521	0.825419824745014
"SESN2"	-0.0140292508959998	0.710020726705594
"MED18"	-0.012527651234878	0.700024038771433
"PHACTR4"	0.0125068432246124	0.684636075890728
"RP1-308E4.1"	0.161178465792546	0.190855833611165
"RNU6ATAC27P"	0.276340829184904	0.146380153285754
"RCC1"	-0.0235526660994154	0.664579781027435
"SNHG3"	0.0326767861197687	0.418138371938337
"SNORA73B"	0.0356277938488106	0.579149602265421
"TRNAU1AP"	0.00140606185596061	0.952374761800958
"SNHG12"	-0.0388391325185144	0.310358813127685
"SNORD99"	-0.07407338187977	0.637293536010371
"TAF12"	0.0135576287837943	0.588785020740222
"RP11-442N24__B.1"	-0.0195486343676834	0.825215607846155
"RNU11"	0.270716187191599	0.103766396833518
"GMEB1"	-0.0501022136336084	0.023407793848048
"SCARNA24"	0.109982726022805	0.540699270883933
"YTHDF2"	0.0160636464394056	0.342096485713999
"OPRD1"	-0.0226278550305286	0.48237871633994
"EPB41"	0.0162609993996585	0.54810806715635
"TMEM200B"	-0.200313762337806	0.00162606608871101
"RP11-242O24.3"	0.110555200095567	0.501447895106591
"SRSF4"	-0.00958795377018881	0.562107505836116
"MECR"	0.035044085574647	0.046712792378891
"PTPRU"	0.0583750331169939	0.114956266552984
"MATN1-AS1"	-0.0466651474423846	0.579727225697377
"LAPTM5"	-0.135727971414152	0.111857559763578
"MIR4420"	0.00297115243423165	0.986738166862352
"SDC3"	-0.00215646148244582	0.920515174744942
"PUM1"	0.0175283329939708	0.152253328820354
"NKAIN1"	-0.057333407548464	0.346157675367456
"SNRNP40"	-0.0039687301455607	0.83145501752024
"RP11-490K7.4"	0.0948909583656675	0.321428731926008
"ZCCHC17"	0.0254980282728212	0.153882454017177
"RP11-266K22.2"	0.171023416229585	0.104913021725116
"FABP3"	-0.0334817702173603	0.297628946277512
"TINAGL1"	-0.0513475097104051	0.450085097127947
"HCRTR1"	-0.301791348915185	0.00357009460190636
"PEF1"	-0.0110809090204196	0.541075703342916
"COL16A1"	-0.0253407118491114	0.596455308852884
"ADGRB2"	-0.0200770027398474	0.379502697458106
"MIR4254"	0.121580781020087	0.360719513987061
"RP11-84A19.4"	0.121029150450356	0.178777339021342
"PTP4A2"	0.0248316518256747	0.297036074913738
"KHDRBS1"	0.00546276398451956	0.775913270576694
"TMEM39B"	-0.0256158988238434	0.323794968617077
"MIR5585"	0.0989839914955153	0.560411836540867
"KPNA6"	0.00933310040912269	0.548966924083638
"TXLNA"	-0.0294955947428136	0.0688457069715413
"CCDC28B"	-0.0235452646330053	0.428463367032442
"RP4-622L5.7"	0.0845216305075614	0.122029954534679
"IQCC"	-0.063313385257967	0.0653139995309776
"TMEM234"	-0.026878334330896	0.329878294487476
"EIF3I"	0.0190754995977481	0.255694250255446
"MTMR9LP"	0.0322767868873533	0.513994153362891
"FAM167B"	0.225614264014006	0.0930043688605533
"HDAC1"	-0.0109215002382105	0.680320166885892
"MARCKSL1"	0.0186500722543118	0.580587802467818
"TSSK3"	0.113317600059319	0.169095979836814
"FAM229A"	-0.0335936633215986	0.512584151814863
"BSDC1"	0.00341570985671244	0.80794512028954
"ZBTB8B"	-0.0121404662486284	0.758583116441773
"ZBTB8A"	-3.96252377014309e-05	0.999162341953672
"ZBTB8OS"	-0.00395987133966167	0.814440370032224
"RBBP4"	0.00365556993367134	0.795590456168937
"SYNC"	0.0320336275801552	0.432446035474838
"KIAA1522"	0.020523922116645	0.553159166984586
"YARS"	-0.00482908798294042	0.831408593147539
"S100PBP"	0.00431916103504253	0.830341161369814
"FNDC5"	0.00145682660799266	0.950301520417307
"HPCA"	-0.0412079572551154	0.16761381949318
"TMEM54"	0.0259591983806291	0.380426615806398
"RNF19B"	-0.00439515153575553	0.821443660960349
"AK2"	0.0109882130955728	0.537986190555394
"Metazoa_SRP"	-0.00551038963687639	0.96887596980815
"AZIN2"	0.0289362923119045	0.195183046310334
"RP11-131M11.2"	-0.0969171730897997	0.271995431401328
"TRIM62"	-0.0402101554691422	0.233426900702368
"RP11-131M11.3"	0.0125228949549944	0.852934265349439
"ZNF362"	-0.0254188387082596	0.227945414299345
"RP11-415J8.7"	-0.0350729684991326	0.646009411014989
"PHC2"	-0.000659622085513944	0.977965778729496
"RN7SKP16"	0.0688950336209361	0.396536706766816
